Date,10 HK,101 HK,1038 HK,11 HK,12 HK,14 HK,142 HK,16 HK,17 HK,179 HK,19 HK,2 HK,20 HK,23 HK,267 HK,291 HK,293 HK,3 HK,315 HK,363 HK,4 HK,494 HK,5 HK,511 HK,6 HK,8 HK,83 HK,941 HK,97 HK,992 HK,66 HK,762 HK,883 HK,282 HK,2388 HK,330 HK,1199 HK,551 HK,144 HK,2038 HK,388 HK,939 HK,386 HK,3988 HK,1398 HK,2628 HK,2318 HK,3328 HK,1088 HK,688 HK,857 HK,2600 HK,700 HK,836 HK,1109 HK,1880 HK,1898 HK,1044 HK,1299 HK,151 HK,322 HK,1928 HK,135 HK,27 HK,2319 HK,823 HK,1 HK,1113 HK
2001-02-28,0.01649685762475109,0.027906082840358788,0.018021143744858966,0.01824679818589687,0.019088219012341406,0.021547190268883736,0.04065932744744722,0.020583742761974454,0.02567404830214576,0.02430291018540384,0.020183671165318138,0.00975833647476421,0.026328420144006312,0.018309059778560396,0.010184513056305801,0.0281354111666806,0.009470901618202163,0.01745060017598988,0.021804830554807426,0.02354337568734883,0.016824059214113115,0.027386134975464577,0.019364392310407656,0.019427941765730226,0.01704848328385995,0.028429714748701766,0.026407964086711342,0.019642809819232044,0.016564054868563546,0.02085449610505797,0.010169909645504856,0.020925954796548973,,0.031018975045319013,,0.02228328744500199,0.018099137780803073,0.019501618463614614,0.030054445114611188,,0.011649049502384611,,0.033590120405732685,,,,,,,0.03320693043905588,0.025862476581906775,,,,0.06051981388934933,,,0.014471335881409215,,,0.03836022880880203,,0.04914386677335325,0.015612936372941479,,,0.011438989709381085,
2001-03-30,0.02534631354240769,0.0207656427879207,0.013961886385872022,0.02055894839956663,0.027417367764591687,0.027996976259037774,0.035606626078948156,0.0298874484593985,0.04512584912368116,0.03719831312569996,0.0247634587189009,0.014039085680757742,0.0398470420266895,0.021801201905999896,0.027624485472821883,0.03178244499686139,0.01882639175829691,0.02076345574454084,0.01824571929623282,0.01713295232277244,0.036984772891907554,0.03193949776262729,0.015567171266632327,0.018801033967092862,0.013409369278921833,0.020231167435262244,0.04127232449021806,0.03998067693153542,0.024496204693682095,0.0414303108211675,0.014983484542584533,0.04331903901350149,0.028130803433307695,0.044397092489633284,,0.016604196524675714,0.03262348524133147,0.028499912566095846,0.02368170432825582,,0.039576167242677034,,0.027544305990560933,,,,,,,0.030802834639436564,0.020715325814798225,,,,0.0440208162088974,,,0.026842339014787914,,,0.04556049063272114,,0.03682032347500032,0.012988743941858784,,,0.023491983761819858,
2001-04-30,0.05711122894953226,0.029989156175120296,0.028101143776255708,0.012297717969068887,0.030678478787247464,0.03473280976433463,0.050885996681564634,0.027279818916759683,0.08409268497408767,0.048069011362064644,0.02510101484135777,0.019311294055222066,0.061615059085878596,0.04083678034238198,0.043275004402596205,0.05920517267686058,0.04961131350600911,0.0750604733832997,0.0461397951386024,0.057621799159745114,0.04083147243410317,0.05077927516588235,0.018076463642835185,0.03157484987055555,0.018417828656749888,0.059395177713225514,0.07983216672049301,0.04928130345465313,0.2296505383920226,0.05519940269243876,0.029206158412485327,0.1326095673540309,0.049724704692938736,0.1731982807110146,,0.03939476524716027,0.050946602692322374,0.026892674020724504,0.056503937656960906,,0.03147147822962936,,0.47242928207999196,,,,,,,0.08486012180196827,0.07176251602587609,,,,0.12501675518438254,,,0.04522945955299642,,,0.2633386452533688,,0.13504187904401402,0.01596325525417973,,,0.0218129022886481,
2001-05-31,0.026661004420508706,0.022165084449093073,0.013601806243194634,0.009518935276488527,0.0189256516225464,0.019674855198580136,0.02246452172899389,0.02068144907419031,0.01782664401579685,0.024882118217312132,0.020890125210406424,0.009506073115201182,0.02312376986065795,0.012020984540282208,0.021792263948921996,0.022161798147953767,0.016653119764366408,0.020270856757410763,0.018026530620307117,0.020212330023958707,0.017380471014752524,0.05205783225489622,0.016475341382338405,0.011062277590562055,0.014818593705141844,0.027232402621853,0.019073375073348588,0.023426834701267964,0.10501717316152417,0.0666321024468879,0.020044404671245058,0.03040279993893648,0.027471869131460203,0.13074659797594432,,0.03330544982296669,0.028401127224946317,0.013667451739628092,0.020155393874550752,,0.017068383786257104,,0.34083414197987577,,,,,,,0.028541929724759225,0.027422408303116645,,,,0.04673673700035428,,,0.03334588246058218,,,0.0886675662525288,,0.05391811929246995,0.019840536002178867,,,0.016433076204704425,
2001-06-29,0.025260686122704632,0.0357176400887548,0.01850541386936946,0.013896311958202921,0.024815284092260304,0.036800787301625705,0.042177234072612986,0.013461280961258206,0.02942365775799461,0.030724786818286796,0.018836979592838875,0.01131876739492897,0.018402962649755036,0.01698617668915162,0.023384916378224214,0.02899231960873126,0.025703198259382266,0.028298345149181704,0.025559864031448637,0.03072902676804333,0.023176561619949538,0.03989443031890063,0.01059124145234322,0.0318898564006124,0.02079826952378804,0.047602412825589406,0.02485094973973641,0.024977628337582446,0.09770280246093102,0.047410019070833184,0.027098840206133137,0.058546449023625546,0.02937178856499724,0.15697149025487464,,0.022507377686297934,0.04354323717641058,0.02513342881736716,0.038773841461152106,,0.016431477518124595,,0.32743351092278783,,,,,,,0.09538251428386016,0.042048521389069206,,,,0.07594410343356174,,,0.06213492697488998,,,0.01535768825434534,,0.07328426716486473,0.043782800670151174,,,0.015197424986920427,
2001-07-31,0.03560619641760387,0.04965212052370911,0.023308684211443366,0.013235013405137434,0.01765844444393984,0.05637190365616582,0.033394136055058546,0.015575167157096803,0.029299294997001162,0.03486313451926756,0.016805994145214373,0.015266114231317693,0.033304658179040735,0.02177036894895354,0.021637822282283104,0.037162056152490665,0.07470292471357916,0.032856447625807306,0.030606743084053416,0.03086622058739137,0.028219246749380568,0.050356546537390544,0.011478593147326204,0.019799029814872044,0.01850127523320188,0.09678548552441962,0.02700625254966292,0.01904139975661486,0.14906367534569084,0.04034210383985651,0.038769216005571254,0.10565662260563952,0.034840201397651996,0.10163989687729949,,0.026620455913565003,0.04473723012783547,0.03343316920016447,0.04842268162947718,,0.03144700351832674,,0.45701632781986606,,,,,,,0.14082723587690626,0.06295763023947808,,,,0.08658983857233203,,,0.06959777027588232,,,0.052337461831834145,,0.08051466158447364,0.0822827919174551,,,0.013451378261191239,
2001-08-31,0.012317412299705502,0.010611500206363813,0.009338202260768438,0.010573798692101736,0.021499985066365333,0.008545825670607262,0.0378381865880925,0.019699510801416287,0.018991681154524095,0.02807530791619274,0.01997704377455131,0.010202656552470307,0.020642693965361912,0.008505212317565838,0.022654037492529772,0.027088055030891345,0.01741992321731792,0.007868006258948033,0.020625956718983277,0.012161282155785904,0.013574767194531686,0.0397815821100287,0.012824245282321536,0.02732786784716712,0.01086001136995954,0.0204826484030638,0.018183037603337067,0.04160893871070615,0.014934756379124118,0.04024002413417927,0.017806105537510577,0.037046042267128834,0.021866764615366657,0.04109002351796757,,0.023557222095297866,0.02070218493238097,0.007792948595011136,0.01921587936892932,,0.02432668727796533,,0.022530264531622293,,,,,,,0.028992542312117384,0.024412384304977528,,,,0.028011997207902758,,,0.008042977184980775,,,0.024044191929206087,,0.021578060455262265,0.021453277629968195,,,0.02489759994942137,
2001-09-28,0.03156156824809327,0.03269739730773003,0.01874842396679135,0.023334006756658837,0.034224553329762944,0.033512603295088296,0.04848957036006507,0.043947595417823136,0.048682283377102946,0.057639979079064804,0.04366410283579275,0.01847685251453952,0.031351584379523345,0.024569518889465344,0.04056576583904399,0.056375878108175966,0.05698362831971357,0.01956550441364041,0.043154650841370795,0.032852184302859445,0.03867213913816051,0.040708446355693914,0.040094226631429544,0.054221817874521516,0.015603561781540274,0.04429704509628482,0.038171038730811395,0.04822895116101806,0.027684086227093566,0.055212872236046,0.033055542829847434,0.04311021111789582,0.02986746999545654,0.07122770017977335,,0.04926816494053375,0.04314024800713186,0.018287418129522667,0.04557486007261015,,0.05554687658967665,,0.04157120637494169,,,,,,,0.07619041543810362,0.025393482239074287,,,,0.06278812290130265,,,0.020990227604181528,,,0.04425903778453328,,0.04854117547658057,0.028343418679724668,,,0.03953362281279939,
2001-10-31,0.037297541067495554,0.03967292778466515,0.01957003082630822,0.017002091182579858,0.03633335172278595,0.08511290689926597,0.2812227926871192,0.026972018915861203,0.16983323629399177,0.04853202529731228,0.028951762779537323,0.01130171240222767,0.06364440811047783,0.03782936161797908,0.034895459897792185,0.07148356589631347,0.0862591279287579,0.014110213341172762,0.04600077256155627,0.04396247784536215,0.03593988929609635,0.17550515014060145,0.027451147858065402,0.0422093154818415,0.025887928034107374,0.06975032840556039,0.12105278798318742,0.04172683424981553,0.03316272337619035,0.12581020169183835,0.04768368945264054,0.10245179491303058,0.020588267142320284,0.09658395402797784,,0.027929811984326276,0.08568225334462308,0.04615784666820658,0.03178690409845612,,0.037281028245884036,,0.08869027771524018,,,,,,,0.11450223204428325,0.028632401753868702,,,,0.055243939925859305,,,0.09446369626230636,,,0.15599345086382724,,0.03260906477987274,0.1709421881018291,,,0.022506213972849128,
2001-11-30,0.019833125344730498,0.018880895739085943,0.006360987502537028,0.013100522937510448,0.02546902044862207,0.020197659573819693,0.03819120019420921,0.02434033745471371,0.034861623903016614,0.038021294620685105,0.022071316404915397,0.005446073856812164,0.023039391201324814,0.01372775619621565,0.022673149083169645,0.03661491962338739,0.02493358155292931,0.01018626231894055,0.010957641141884886,0.012907077694575657,0.022300546332872935,0.03568474840546831,0.008138437025575986,0.039077786678412045,0.012169163739819657,0.020951418656159834,0.02907796267959872,0.027026140585255685,0.015269388607226722,0.0341038376014626,0.018642538914743195,0.027150765765584877,0.022926015907543708,0.026508350944725787,,0.020055867545629602,0.017465753256748064,0.015196088253287478,0.022587019957447257,,0.024412727981415607,,0.016766054677827488,,,,,,,0.030505967848040456,0.019336870344315138,,,,0.02931211791900191,,,0.022716704062348173,,,0.03322340965384218,,0.019064538377275606,0.02518593536802499,,,0.022333264445709808,
