Date,10 HK,101 HK,1038 HK,11 HK,12 HK,14 HK,142 HK,16 HK,17 HK,179 HK,19 HK,2 HK,20 HK,23 HK,267 HK,291 HK,293 HK,3 HK,315 HK,363 HK,4 HK,494 HK,5 HK,511 HK,6 HK,8 HK,83 HK,941 HK,97 HK,992 HK,66 HK,762 HK,883 HK,282 HK,2388 HK,330 HK,1199 HK,551 HK,144 HK,2038 HK,388 HK,939 HK,386 HK,3988 HK,1398 HK,2628 HK,2318 HK,3328 HK,1088 HK,688 HK,857 HK,2600 HK,700 HK,836 HK,1109 HK,1880 HK,1898 HK,1044 HK,1299 HK,151 HK,322 HK,1928 HK,135 HK,27 HK,2319 HK,823 HK,1 HK,1113 HK
2001-02-28,0.01649685762475109,0.027906082840358785,0.018021143744858963,0.01824679818589687,0.019088219012341406,0.021547190268883732,0.04065932744744722,0.020583742761974454,0.02567404830214576,0.02430291018540384,0.02018367116531814,0.00975833647476421,0.026328420144006312,0.018309059778560396,0.010184513056305801,0.0281354111666806,0.009470901618202162,0.017450600175989876,0.021804830554807426,0.02354337568734883,0.016824059214113115,0.027386134975464573,0.019364392310407656,0.019427941765730226,0.01704848328385995,0.028429714748701762,0.026407964086711342,0.019642809819232044,0.016564054868563542,0.020854496105057966,0.010169909645504856,0.020925954796548973,,0.03101897504531901,,0.022283287445001992,0.018099137780803073,0.019501618463614614,0.030054445114611188,,0.011649049502384611,,0.033590120405732685,,,,,,,0.03320693043905588,0.025862476581906775,,,,0.06051981388934934,,,0.014471335881409215,,,0.03836022880880203,,0.04914386677335325,0.015612936372941477,,,0.011438989709381085,
2001-03-31,0.025346313542407687,0.0207656427879207,0.013961886385872018,0.02055894839956663,0.027417367764591687,0.027996976259037774,0.035606626078948156,0.0298874484593985,0.045125849123681144,0.03719831312569997,0.024763458718900896,0.014039085680757742,0.039847042026689504,0.021801201905999896,0.027624485472821887,0.03178244499686139,0.018826391758296906,0.020763455744540835,0.01824571929623282,0.01713295232277244,0.03698477289190756,0.031939497762627285,0.015567171266632327,0.018801033967092862,0.013409369278921831,0.020231167435262244,0.04127232449021805,0.039980676931535425,0.024496204693682095,0.041430310821167514,0.014983484542584535,0.04331903901350149,0.028130803433307695,0.044397092489633284,,0.01660419652467571,0.03262348524133147,0.028499912566095843,0.023681704328255816,,0.039576167242677034,,0.027544305990560933,,,,,,,0.030802834639436564,0.02071532581479823,,,,0.044020816208897404,,,0.026842339014787914,,,0.045560490632721135,,0.03682032347500032,0.012988743941858784,,,0.023491983761819858,
2001-04-30,0.05711122894953226,0.0299891561751203,0.02810114377625571,0.012297717969068887,0.03067847878724746,0.03473280976433463,0.050885996681564634,0.02727981891675968,0.08409268497408769,0.048069011362064644,0.02510101484135777,0.019311294055222066,0.061615059085878617,0.04083678034238199,0.04327500440259619,0.05920517267686059,0.04961131350600911,0.07506047338329969,0.046139795138602405,0.05762179915974511,0.04083147243410318,0.05077927516588235,0.01807646364283519,0.03157484987055556,0.018417828656749888,0.059395177713225514,0.07983216672049302,0.04928130345465313,0.2296505383920226,0.05519940269243877,0.02920615841248532,0.1326095673540309,0.049724704692938736,0.17319828071101462,,0.03939476524716027,0.050946602692322374,0.026892674020724504,0.056503937656960906,,0.03147147822962937,,0.47242928207999185,,,,,,,0.08486012180196827,0.07176251602587609,,,,0.12501675518438257,,,0.04522945955299642,,,0.2633386452533688,,0.135041879044014,0.01596325525417973,,,0.0218129022886481,
2001-05-31,0.026661004420508713,0.02216508444909308,0.013601806243194636,0.009518935276488527,0.018925651622546405,0.01967485519858014,0.02246452172899389,0.02068144907419031,0.01782664401579685,0.024882118217312132,0.020890125210406427,0.009506073115201184,0.023123769860657947,0.012020984540282208,0.021792263948921992,0.022161798147953767,0.016653119764366408,0.020270856757410766,0.018026530620307117,0.020212330023958707,0.017380471014752524,0.052057832254896214,0.0164753413823384,0.011062277590562055,0.01481859370514184,0.027232402621852995,0.019073375073348588,0.023426834701267964,0.10501717316152417,0.06663210244688789,0.020044404671245054,0.030402799938936485,0.0274718691314602,0.13074659797594432,,0.03330544982296669,0.028401127224946317,0.013667451739628092,0.02015539387455075,,0.017068383786257108,,0.34083414197987577,,,,,,,0.028541929724759225,0.02742240830311665,,,,0.046736737000354286,,,0.03334588246058217,,,0.0886675662525288,,0.05391811929246995,0.019840536002178867,,,0.016433076204704425,
2001-06-30,0.025260686122704636,0.03571764008875479,0.01850541386936946,0.013896311958202921,0.024815284092260304,0.036800787301625705,0.042177234072612986,0.013461280961258206,0.029423657757994607,0.030724786818286796,0.018836979592838875,0.011318767394928968,0.018402962649755036,0.01698617668915162,0.023384916378224214,0.02899231960873126,0.025703198259382266,0.028298345149181704,0.025559864031448637,0.03072902676804333,0.023176561619949538,0.03989443031890064,0.01059124145234322,0.0318898564006124,0.02079826952378804,0.047602412825589406,0.02485094973973641,0.024977628337582443,0.09770280246093102,0.04741001907083318,0.027098840206133137,0.05854644902362555,0.029371788564997243,0.15697149025487464,,0.022507377686297934,0.04354323717641057,0.02513342881736716,0.038773841461152106,,0.016431477518124595,,0.32743351092278783,,,,,,,0.09538251428386016,0.04204852138906921,,,,0.07594410343356174,,,0.06213492697488998,,,0.01535768825434534,,0.07328426716486473,0.043782800670151174,,,0.015197424986920428,
2001-07-31,0.03560619641760387,0.049652120523709105,0.023308684211443366,0.013235013405137434,0.01765844444393984,0.05637190365616582,0.03339413605505854,0.015575167157096802,0.029299294997001162,0.03486313451926756,0.016805994145214373,0.015266114231317691,0.033304658179040735,0.02177036894895354,0.021637822282283104,0.03716205615249067,0.07470292471357916,0.032856447625807306,0.030606743084053416,0.03086622058739137,0.028219246749380568,0.050356546537390544,0.011478593147326204,0.019799029814872044,0.018501275233201876,0.09678548552441962,0.027006252549662917,0.01904139975661486,0.14906367534569084,0.0403421038398565,0.038769216005571254,0.10565662260563952,0.034840201397651996,0.10163989687729949,,0.026620455913565003,0.04473723012783546,0.03343316920016447,0.04842268162947718,,0.03144700351832673,,0.45701632781986606,,,,,,,0.14082723587690626,0.06295763023947808,,,,0.08658983857233205,,,0.06959777027588235,,,0.05233746183183414,,0.08051466158447364,0.0822827919174551,,,0.013451378261191239,
2001-08-31,0.0123174122997055,0.010611500206363814,0.009338202260768437,0.010573798692101736,0.021499985066365333,0.00854582567060726,0.0378381865880925,0.019699510801416287,0.01899168115452409,0.028075307916192737,0.019977043774551312,0.010202656552470307,0.02064269396536191,0.008505212317565838,0.022654037492529776,0.027088055030891345,0.01741992321731792,0.007868006258948032,0.020625956718983277,0.012161282155785904,0.013574767194531684,0.03978158211002869,0.012824245282321532,0.027327867847167116,0.010860011369959541,0.020482648403063797,0.018183037603337067,0.04160893871070615,0.014934756379124118,0.04024002413417927,0.017806105537510577,0.03704604226712884,0.021866764615366654,0.04109002351796757,,0.023557222095297866,0.02070218493238097,0.007792948595011135,0.01921587936892932,,0.024326687277965334,,0.022530264531622293,,,,,,,0.02899254231211738,0.024412384304977525,,,,0.02801199720790275,,,0.008042977184980774,,,0.024044191929206087,,0.021578060455262265,0.0214532776299682,,,0.024897599949421374,
2001-09-30,0.03156156824809328,0.03269739730773003,0.018748423966791352,0.023334006756658834,0.034224553329762944,0.033512603295088296,0.04848957036006508,0.043947595417823136,0.048682283377102946,0.05763997907906479,0.043664102835792744,0.01847685251453952,0.031351584379523345,0.024569518889465344,0.04056576583904399,0.056375878108175966,0.05698362831971356,0.01956550441364041,0.043154650841370795,0.03285218430285945,0.03867213913816051,0.040708446355693914,0.040094226631429544,0.054221817874521516,0.015603561781540274,0.04429704509628482,0.0381710387308114,0.04822895116101806,0.027684086227093566,0.055212872236046,0.03305554282984743,0.043110211117895814,0.02986746999545653,0.07122770017977335,,0.049268164940533744,0.04314024800713186,0.018287418129522667,0.045574860072610156,,0.05554687658967665,,0.04157120637494169,,,,,,,0.07619041543810362,0.025393482239074287,,,,0.06278812290130265,,,0.020990227604181528,,,0.04425903778453328,,0.04854117547658057,0.028343418679724668,,,0.03953362281279939,
2001-10-31,0.037297541067495554,0.039672927784665156,0.019570030826308215,0.017002091182579858,0.03633335172278594,0.08511290689926596,0.2812227926871192,0.026972018915861203,0.16983323629399177,0.04853202529731229,0.028951762779537326,0.01130171240222767,0.06364440811047785,0.037829361617979076,0.03489545989779218,0.07148356589631348,0.0862591279287579,0.014110213341172762,0.046000772561556276,0.04396247784536214,0.03593988929609635,0.17550515014060145,0.027451147858065402,0.0422093154818415,0.025887928034107374,0.06975032840556039,0.12105278798318742,0.04172683424981553,0.03316272337619035,0.12581020169183835,0.04768368945264054,0.10245179491303058,0.020588267142320284,0.09658395402797784,,0.027929811984326272,0.0856822533446231,0.046157846668206576,0.03178690409845612,,0.037281028245884036,,0.08869027771524018,,,,,,,0.11450223204428323,0.028632401753868702,,,,0.055243939925859305,,,0.09446369626230638,,,0.15599345086382724,,0.03260906477987274,0.1709421881018291,,,0.022506213972849135,
2001-11-30,0.019833125344730498,0.018880895739085943,0.006360987502537029,0.013100522937510448,0.02546902044862207,0.020197659573819693,0.03819120019420922,0.024340337454713708,0.03486162390301661,0.038021294620685105,0.022071316404915397,0.005446073856812164,0.023039391201324814,0.013727756196215652,0.02267314908316964,0.03661491962338739,0.02493358155292931,0.01018626231894055,0.010957641141884885,0.012907077694575653,0.022300546332872935,0.03568474840546831,0.008138437025575988,0.03907778667841205,0.012169163739819657,0.020951418656159834,0.02907796267959872,0.02702614058525568,0.015269388607226722,0.0341038376014626,0.01864253891474319,0.02715076576558488,0.02292601590754371,0.02650835094472579,,0.020055867545629602,0.017465753256748068,0.015196088253287478,0.022587019957447257,,0.024412727981415607,,0.016766054677827488,,,,,,,0.030505967848040456,0.019336870344315138,,,,0.02931211791900191,,,0.022716704062348173,,,0.03322340965384218,,0.01906453837727561,0.02518593536802499,,,0.02233326444570981,
